id,reporter_id,reporter_reputation,region_name,coast_split,hazard_type,severity,description,text_lang,latitude,longitude,gps_accuracy,device_timestamp,server_timestamp,time_delta_sec,exif_valid,exif_lat,exif_lng,media_url,media_hash,wave_height_m,wind_speed_kmh,ground_truth
rep_0205,usr_029,0.88,"Mumbai, Maharashtra",west,flood,Moderate,"Observed water activity near coast in Mumbai, Maharashtra.",mr,18.962448,72.832397,23.56,2025-08-16T06:00:00,2025-08-16T07:03:00,3780,0,,,,,1.7,37.8,REJECTED
rep_0206,usr_008,0.6,"Mangalore, Karnataka",west,tsunami,Severe,Hotel discount booking promotion near seaside.,en,12.935341,74.861086,145.57,2025-08-17T06:00:00,2025-08-17T08:50:00,10200,0,,,,,0.61,16.3,REJECTED
rep_0207,usr_049,0.6,"Nagapattinam, Tamil Nadu",east,high-waves,High,"Observed water activity near coast in Nagapattinam, Tamil Nadu.",en,10.777486,79.824361,25.59,2025-08-15T20:00:00,2025-08-15T21:22:00,4920,0,,,,,1.5,33.6,VERIFIED
rep_0208,usr_022,0.88,"Alibaug, Maharashtra",west,high-waves,Moderate,तटीय क्षेत्र में 4 मीटर से ऊंची खतरनाक लहरें उठ रही हैं।,hi,18.66685,72.889405,95.64,2025-08-17T11:59:48.433918,2025-08-17T12:24:48.433918,1500,0,,,https://example.com/media_207.jpg,61d3ab981d760ca664a68c803608e913f27b97bf979e6843ce83d6736792ef38,1.62,45.4,VERIFIED
rep_0209,usr_017,0.6,"Mangalore, Karnataka",west,storm-surge,Moderate,Hotel discount booking promotion near seaside.,en,12.915492,74.859489,9.57,2025-08-15T16:00:00,2025-08-15T17:16:00,4560,0,,,https://example.com/media_208.jpg,e68a2476ea5d6870a4aa683b50f15f0a4efdeac96f8bc8b8bef4400f40d42ca4,1.19,18.2,REJECTED
rep_0210,usr_015,0.6,"Porbandar, Gujarat",west,high-waves,Moderate,જેટી પાસે ભારે મોજાના કારણે નુકસાન.,gu,21.666364,69.604058,17.03,2025-08-16T22:56:12.879018,2025-08-16T23:29:12.879018,1980,0,,,https://example.com/media_209.jpg,2e665d6fb6610b7ab0adf6ed2b13526184676e42dce81531c69165375fdd2d38,2.82,63.3,VERIFIED
rep_0211,usr_035,0.45,"Alibaug, Maharashtra",west,high-waves,Severe,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.670935,72.873285,18.41,2025-08-16T23:36:09.031274,2025-08-16T23:52:09.031274,960,1,18.670778,72.872709,https://example.com/media_210.jpg,c74de704400d3e706b555a96f3afef28ada1ed4d40cc001650abbf0229404c14,2.56,46.5,VERIFIED
rep_0212,usr_033,0.6,"Paradip, Odisha",east,high-waves,Moderate,ଆଜି ପାଗ ଖୁବ୍ ଭଲ ଅଛି ।,or,20.334051,86.617234,8.01,2025-08-17T19:00:00,2025-08-17T19:22:00,1320,0,,,,,0.6,14.6,REJECTED
rep_0213,usr_020,0.6,"Alibaug, Maharashtra",west,high-waves,Severe,"समुद्रकिनारी ४ मीटरपेक्षा उंच लाटा उसळत आहेत, मच्छीमारांना धोका.",mr,18.630705,72.863093,19.06,2025-08-17T13:25:52.799059,2025-08-17T13:40:52.799059,900,1,18.62702,72.867022,https://example.com/media_212.jpg,da6716d0346ef79d04a189d8ac37887746357f95470150da76924a17893eb813,1.82,33.7,VERIFIED
rep_0214,usr_024,0.6,"Porbandar, Gujarat",west,high-waves,Severe,જેટી પાસે ભારે મોજાના કારણે નુકસાન.,gu,21.690117,69.625835,8.4,2025-08-16T17:33:26.347726,2025-08-16T19:08:26.347726,5700,1,21.681823,69.618276,,,3.46,73.3,VERIFIED
rep_0215,usr_032,0.2,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Low,తీరప్రాంత రక్షణ గోడ దెబ్బతింది.,te,17.674329,83.219509,13.03,2025-08-17T15:08:13.416480,2025-08-17T15:35:13.416480,1620,1,17.668963,83.215858,https://example.com/media_214.jpg,28ac43d39c8dff93cd047de1578da4ed41a5aae3f1ec57c3ae537fce32485bf2,3.15,45.1,VERIFIED
rep_0216,usr_034,0.45,"Alibaug, Maharashtra",west,high-waves,Moderate,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.668715,72.881912,6.42,2025-08-17T14:15:09.348463,2025-08-17T14:41:09.348463,1560,0,,,https://example.com/media_215.jpg,15447c382b07a0b72774fcde64d4673de4c81515bade164b433de04333e45d32,1.02,44.5,VERIFIED
rep_0217,usr_016,0.45,"Visakhapatnam, Andhra Pradesh",east,tsunami,Low,బీచ్ రిసార్ట్ ఆఫర్లు మరియు బుకింగ్.,te,17.691239,83.207727,96.96,2025-08-15T20:00:00,2025-08-16T00:39:00,16740,0,,,,,0.66,20.5,REJECTED
rep_0218,usr_029,0.88,"Porbandar, Gujarat",west,high-waves,Low,"Observed water activity near coast in Porbandar, Gujarat.",gu,21.607307,69.630824,40.83,2025-08-17T13:00:00,2025-08-17T13:56:00,3360,0,,,https://example.com/media_217.jpg,9637cab8e209b88f3f53f4ca24a19ee3b81fa7fb0dd361e0956db3302ffd6dd2,1.73,33.8,VERIFIED
rep_0219,usr_024,0.6,"Chennai, Tamil Nadu",east,flood,Severe,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.053195,80.309024,91.32,2025-08-15T19:24:42.223394,2025-08-15T19:35:42.223394,660,0,,,https://example.com/media_218.jpg,68c449d8756eeeeba1dad7152d28137f69c61f2d6d199795972d10efa8fed1e8,2.39,49.1,VERIFIED
rep_0220,usr_040,0.6,"Panaji, Goa",west,storm-surge,Moderate,Sunny clear weather at beach having fun with friends.,en,15.723886,73.951931,68.03,2025-08-17T23:00:00,2025-08-18T01:18:00,8280,1,15.89397,74.146019,,,1.02,20.1,REJECTED
rep_0221,usr_026,0.6,"Digha, West Bengal",east,storm-surge,Moderate,প্রচণ্ড জলোচ্ছ্বাস শুরু হয়েছে।,bn,21.6062,87.526783,22.17,2025-08-16T05:27:18.464198,2025-08-16T05:32:18.464198,300,1,21.609259,87.521213,https://example.com/media_220.jpg,bb7b80def4ec770de984498db59bde8534638cd3b22674c94dab022b8a8ae70a,3.27,43.9,VERIFIED
rep_0222,usr_017,0.6,"Porbandar, Gujarat",west,high-waves,Moderate,"Observed water activity near coast in Porbandar, Gujarat.",gu,21.644497,69.601783,31.59,2025-08-16T01:00:00,2025-08-16T01:18:00,1080,0,,,,,1.78,26.2,VERIFIED
rep_0223,usr_034,0.45,"Puri, Odisha",east,flood,Moderate,"Observed water activity near coast in Puri, Odisha.",or,19.810145,85.798576,31.23,2025-08-17T04:00:00,2025-08-17T05:03:00,3780,0,,,https://example.com/media_222.jpg,71b0468db40c476ee49e56e597b4dfe84d6aef1da754125b78b92b2a427fe885,1.37,36.7,VERIFIED
rep_0224,usr_018,0.45,"Nagapattinam, Tamil Nadu",east,high-waves,High,மீன்பிடி தளத்தில் அலைகளின் சீற்றம் அதிகம்.,ta,10.768494,79.78263,23.74,2025-08-18T02:26:12.075522,2025-08-18T02:39:12.075522,780,0,,,https://example.com/media_223.jpg,f71a906d37b9b7b7cedb1e18f291371acb5f59d6878479e8aa7a6cd3f53f4704,1.55,50.3,VERIFIED
rep_0225,usr_016,0.45,"Porbandar, Gujarat",west,high-waves,Low,આજે દરિયાકિનારે રમવાની મજા આવી.,gu,21.662333,69.624351,14.66,2025-08-17T23:00:00,2025-08-18T03:06:00,14760,0,,,https://example.com/media_224.jpg,8b89990ea91748e65fef8908661e0f718d486a673a924c22d9ff8581ed8dbf5a,0.96,19.5,REJECTED
rep_0226,usr_030,0.45,"Surat, Gujarat",west,flood,High,ભરતીના પાણીથી રસ્તાઓ જળબંબાકાર.,gu,21.110333,72.652202,12.44,2025-08-18T01:46:46.940869,2025-08-18T01:51:46.940869,300,0,,,https://example.com/media_225.jpg,788461df227507567b161defc2db35233b9811b3e1bd197e906ddedf4959e891,1.76,77.8,VERIFIED
rep_0227,usr_021,0.6,"Alibaug, Maharashtra",west,high-waves,Moderate,"समुद्रकिनारी ४ मीटरपेक्षा उंच लाटा उसळत आहेत, मच्छीमारांना धोका.",mr,18.663484,72.883622,20.99,2025-08-17T05:09:03.690067,2025-08-17T05:18:03.690067,540,0,,,https://example.com/media_226.jpg,ace96da05b064e996011823fc0f2ff1e2c3eb6b70f6a206e75038eca038cbc93,0.94,46.0,VERIFIED
rep_0228,usr_029,0.88,"Nagapattinam, Tamil Nadu",east,flood,High,கடல் நீர் பெருக்கெடுத்து வீடுகளுக்குள் புகுந்தது.,ta,10.766877,79.830565,7.36,2025-08-18T07:38:00.789564,2025-08-18T09:19:00.789564,6060,1,10.758705,79.833038,https://example.com/media_227.jpg,bbfc4797432bd7585db0bfeb7311949fe0cc8bceec2049055de92f923b77ec39,2.68,52.5,VERIFIED
rep_0229,usr_013,0.88,"Surat, Gujarat",west,high-waves,Low,દરિયામાં ૪ મીટરથી વધુ ઊંચા મોજા ઉછળી રહ્યા છે.,gu,21.130549,72.670289,18.18,2025-08-17T21:11:49.670553,2025-08-17T23:51:49.670553,9600,0,,,https://example.com/media_228.jpg,efbbb330e3e7b4476cc38f3e685ba75db84c352e3edccdb7c71b334c30293fa8,2.14,73.7,VERIFIED
rep_0230,usr_021,0.6,"Chennai, Tamil Nadu",east,coastal-erosion,Low,"Observed water activity near coast in Chennai, Tamil Nadu.",en,13.15039,80.295767,58.63,2025-08-17T19:00:00,2025-08-17T20:36:00,5760,0,,,,,1.71,25.1,REJECTED
rep_0231,usr_036,0.88,"Visakhapatnam, Andhra Pradesh",east,coastal-erosion,Severe,"Observed water activity near coast in Visakhapatnam, Andhra Pradesh.",te,17.710299,83.279221,46.33,2025-08-17T20:00:00,2025-08-17T21:45:00,6300,0,,,,,1.25,28.5,REJECTED
rep_0232,usr_028,0.45,"Alibaug, Maharashtra",west,flood,Severe,किनारी फिरायला छान वातावरण आहे.,mr,18.656115,72.877323,14.23,2025-08-15T16:00:00,2025-08-15T19:34:00,12840,0,,,https://example.com/media_231.jpg,d9edf058c3840d266907ea73fb77c5fcc0a1bbf6f448eeee59828aaccf7e9d18,1.15,15.8,REJECTED
rep_0233,usr_041,0.88,"Surat, Gujarat",west,high-waves,Severe,દરિયામાં ૪ મીટરથી વધુ ઊંચા મોજા ઉછળી રહ્યા છે.,gu,21.083972,72.599645,7.3,2025-08-18T00:34:06.580320,2025-08-18T01:57:06.580320,4980,1,21.085641,72.595262,https://example.com/media_232.jpg,3fad02a3b3dfadff51df6b1e1f59317d5c75a4af9bab1bcd6ed3f1b6089a1dc8,1.38,65.5,VERIFIED
rep_0234,usr_042,0.45,"Mumbai, Maharashtra",west,flood,Moderate,किनारी फिरायला छान वातावरण आहे.,mr,19.08793,72.936122,58.58,2025-08-18T19:00:00,2025-08-18T21:38:00,9480,0,,,https://example.com/media_233.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.97,15.9,REJECTED
rep_0235,usr_021,0.6,"Mumbai, Maharashtra",west,flood,Severe,समुद्राचे पाणी सखल भागात भरले.,mr,18.932801,72.825801,13.09,2025-08-16T13:51:28.051582,2025-08-16T19:42:28.051582,21060,1,18.936574,72.82325,,,2.55,56.5,VERIFIED
rep_0236,usr_024,0.6,"Mumbai, Maharashtra",west,coastal-erosion,Low,किनारी फिरायला छान वातावरण आहे.,mr,19.049189,72.943226,83.46,2025-08-16T10:00:00,2025-08-16T11:50:00,6600,0,,,https://example.com/media_235.jpg,567b1a4e89168cc9056a2432b32a74c70f2eef7a59124b3f5fc7dfbe25edd37b,1.08,11.1,REJECTED
rep_0237,usr_035,0.45,"Alibaug, Maharashtra",west,high-waves,Low,"समुद्रकिनारी ४ मीटरपेक्षा उंच लाटा उसळत आहेत, मच्छीमारांना धोका.",mr,18.660023,72.885116,14.33,2025-08-17T05:28:51.075167,2025-08-17T06:19:51.075167,3060,0,,,https://example.com/media_236.jpg,b48b3a5608630dc373abf840ac7926690fab8b83651a2d9dda1c2b04bb7c37c7,1.96,46.9,VERIFIED
rep_0238,usr_011,0.88,"Digha, West Bengal",east,storm-surge,Low,चक्रवाती हवाओं के साथ समुद्र में भारी जल स्तर वृद्धि।,hi,21.64958,87.51518,13.73,2025-08-16T14:41:56.814512,2025-08-16T14:54:56.814512,780,0,,,https://example.com/media_237.jpg,80df02c84f166a6d20efdd581a81cdc06c5010abd97f41c4e71478c06d5e0dc7,3.1,45.6,VERIFIED
rep_0239,usr_004,0.6,"Porbandar, Gujarat",west,tsunami,Severe,આજે દરિયાકિનારે રમવાની મજા આવી.,gu,21.651994,69.623323,125.76,2025-08-15T14:00:00,2025-08-15T15:10:00,4200,0,,,https://example.com/media_238.jpg,613fdf443958a11e3cbb185ebac251f05a7bf02a65e55fe64d47e10f83301ee2,1.26,20.3,REJECTED
rep_0240,usr_020,0.6,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Low,వాతావరణం చాలా ప్రశాంతంగా ఉంది.,te,17.692518,83.219332,7.09,2025-08-17T05:00:00,2025-08-17T06:15:00,4500,0,,,https://example.com/media_239.jpg,c5bde5d1e0b9e1f7c6a8fafa86a5128297116285ce92db25fe482973c93a859d,0.66,21.5,REJECTED
rep_0241,usr_001,0.45,"Nagapattinam, Tamil Nadu",east,high-waves,Severe,மீன்பிடி தளத்தில் அலைகளின் சீற்றம் அதிகம்.,ta,10.773502,79.843422,75.22,2025-08-18T04:31:15.701700,2025-08-18T04:37:15.701700,360,0,,,https://example.com/media_240.jpg,a80a357151287cecd64edafbd6f0dc4a7d7b7744327bea683b1b2cab01c259c2,1.97,46.6,VERIFIED
rep_0242,usr_016,0.45,"Mumbai, Maharashtra",west,flood,Low,समुद्राचे पाणी सखल भागात भरले.,mr,18.935655,72.862917,6.73,2025-08-16T21:31:46.554871,2025-08-16T21:48:46.554871,1020,1,18.928377,72.865643,https://example.com/media_241.jpg,2a6b8cc38b3f19fc98a5744b33ff9ae9c18db66fd03fc8e930ffcb7850c8eae1,1.03,47.8,VERIFIED
rep_0243,usr_020,0.6,"Surat, Gujarat",west,flood,Low,ભરતીના પાણીથી રસ્તાઓ જળબંબાકાર.,gu,21.100525,72.64228,22.35,2025-08-17T21:44:59.256539,2025-08-17T21:57:59.256539,780,0,,,https://example.com/media_242.jpg,c75a9220595154e1cc3fc840a0d58e9e142a19b4af6b3104ba0d2520f5a665b1,1.47,73.4,VERIFIED
rep_0244,usr_047,0.88,"Paradip, Odisha",east,storm-surge,Low,Hotel discount booking promotion near seaside.,en,20.535158,86.821635,93.91,2025-08-15T10:00:00,2025-08-15T10:35:00,2100,0,,,https://example.com/media_243.jpg,d9eb449a320da76a28de3c215f6afcf759739dfdd888590f5fba0904c7714c06,0.52,17.2,REJECTED
rep_0245,usr_049,0.6,"Digha, West Bengal",east,storm-surge,Moderate,Storm surge pushing sea water 200m inland.,en,21.620405,87.521415,13.41,2025-08-16T06:14:16.669630,2025-08-16T06:42:16.669630,1680,1,21.622458,87.527148,https://example.com/media_244.jpg,e470569ba9e2b957070f861d11ddeb3e1bd0b46815113cd951a4cb3e15a4c452,2.66,67.3,VERIFIED
rep_0246,usr_022,0.88,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Moderate,తీరప్రాంత రక్షణ గోడ దెబ్బతింది.,te,17.688568,83.21153,23.59,2025-08-17T15:35:56.553124,2025-08-17T16:00:56.553124,1500,0,,,https://example.com/media_245.jpg,dd4086a6e517b64a233ccbef5dce3b53f38c9a36840cad8bc0bcac86f39b5f11,3.13,67.2,VERIFIED
rep_0247,usr_044,0.45,"Mumbai, Maharashtra",west,flood,Moderate,उधाणाचे पाणी गावातील घरांमध्ये शिरले असून रस्ते पाण्याखाली गेले आहेत.,mr,18.925342,72.82133,22.7,2025-08-16T18:41:49.329102,2025-08-16T21:19:49.329102,9480,0,,,https://example.com/media_246.jpg,971be8f033c46c6b3e8fcad8bc4e0d656391c44446e49176a99e6ff2bf7713df,1.51,61.3,VERIFIED
rep_0248,usr_038,0.6,"Nagapattinam, Tamil Nadu",east,high-waves,Severe,கடற்கரையில் 4 மீட்டருக்கும் அதிகமான உயரமான கடல் அலைகள் சீறுகின்றன.,ta,10.747701,79.814902,9.78,2025-08-18T09:14:46.253210,2025-08-18T09:33:46.253210,1140,0,,,https://example.com/media_247.jpg,4b3fe40bb8c477023be1c3fbff73df2f8ba0cdb59b692260c8377118d82ca345,2.31,52.7,VERIFIED
rep_0249,usr_011,0.88,"Mumbai, Maharashtra",west,flood,Moderate,समुद्राचे पाणी सखल भागात भरले.,mr,18.917767,72.851149,137.24,2025-08-16T14:37:22.467054,2025-08-16T16:41:22.467054,7440,1,18.918941,72.850365,https://example.com/media_248.jpg,79c1f311a29024ed70a5ce4620574c1e47f49c17ea8c553afcd4dfd6ea645fb9,2.49,52.9,VERIFIED
rep_0250,usr_011,0.88,"Kozhikode, Kerala",west,flood,Severe,"Observed water activity near coast in Kozhikode, Kerala.",en,11.288723,75.757799,39.31,2025-08-16T20:00:00,2025-08-16T20:26:00,1560,0,,,,,1.68,29.1,REJECTED
rep_0251,usr_031,0.6,"Nagapattinam, Tamil Nadu",east,coastal-erosion,Moderate,"Observed water activity near coast in Nagapattinam, Tamil Nadu.",en,10.753348,79.844136,32.09,2025-08-15T15:00:00,2025-08-15T16:43:00,6180,0,,,,,1.35,30.7,VERIFIED
rep_0252,usr_032,0.2,"Alibaug, Maharashtra",west,high-waves,Low,"समुद्रकिनारी ४ मीटरपेक्षा उंच लाटा उसळत आहेत, मच्छीमारांना धोका.",mr,18.658114,72.88305,20.6,2025-08-17T06:29:40.995362,2025-08-17T07:58:40.995362,5340,0,,,,,2.2,49.3,VERIFIED
rep_0253,usr_005,0.6,"Nagapattinam, Tamil Nadu",east,coastal-erosion,Severe,"Observed water activity near coast in Nagapattinam, Tamil Nadu.",ta,10.786433,79.866709,37.27,2025-08-17T06:00:00,2025-08-17T07:59:00,7140,0,,,,,1.31,29.1,REJECTED
rep_0254,usr_037,0.45,"Paradip, Odisha",east,tsunami,Moderate,ଆଜି ପାଗ ଖୁବ୍ ଭଲ ଅଛି ।,or,20.435947,86.773763,12.29,2025-08-18T06:00:00,2025-08-18T10:06:00,14760,1,20.556168,86.879026,https://example.com/media_253.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,1.06,17.4,REJECTED
rep_0255,usr_026,0.6,"Porbandar, Gujarat",west,storm-surge,Severe,આજે દરિયાકિનારે રમવાની મજા આવી.,gu,21.787175,69.781333,135.62,2025-08-17T08:00:00,2025-08-17T10:07:00,7620,1,21.874317,69.930912,,,0.79,24.4,REJECTED
rep_0256,usr_007,0.45,"Digha, West Bengal",east,storm-surge,Moderate,Storm surge pushing sea water 200m inland.,en,21.592627,87.481684,6.19,2025-08-16T07:37:47.971072,2025-08-16T07:54:47.971072,1020,1,21.590909,87.483815,https://example.com/media_255.jpg,81d21b98a190b5b686f92ce37f71ccd96c79a10e71f79d2773569cf1a641b821,2.72,53.6,VERIFIED
rep_0257,usr_005,0.6,"Visakhapatnam, Andhra Pradesh",east,coastal-erosion,Severe,Hotel discount booking promotion near seaside.,en,17.682528,83.208756,11.95,2025-08-15T10:00:00,2025-08-15T10:16:00,960,0,,,https://example.com/media_256.jpg,50682ffdba4bd3582e7bf122166ca8cc4699d40283a48fa4897111954aea7ca2,0.48,23.5,REJECTED
rep_0258,usr_020,0.6,"Alibaug, Maharashtra",west,storm-surge,Severe,किनारी फिरायला छान वातावरण आहे.,mr,18.649181,72.86844,12.39,2025-08-16T04:00:00,2025-08-16T07:43:00,13380,0,,,,,0.77,16.9,REJECTED
rep_0259,usr_030,0.45,"Chennai, Tamil Nadu",east,flood,Severe,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,13.246239,80.48956,13.76,2025-08-18T02:00:00,2025-08-18T06:47:00,17220,0,,,https://example.com/media_258.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,1.06,11.5,REJECTED
rep_0260,usr_031,0.6,"Kochi, Kerala",west,flood,Moderate,"Observed water activity near coast in Kochi, Kerala.",ml,9.94124,76.282044,32.9,2025-08-15T22:00:00,2025-08-15T23:35:00,5700,0,,,https://example.com/media_259.jpg,79bca8b44ae3aa258cbf9365c6570940f7cc8eee908765798209be615b92292e,1.58,35.1,REJECTED
rep_0261,usr_046,0.6,"Mumbai, Maharashtra",west,flood,Low,उधाणाचे पाणी गावातील घरांमध्ये शिरले असून रस्ते पाण्याखाली गेले आहेत.,mr,18.914397,72.798165,67.84,2025-08-17T00:51:58.615946,2025-08-17T02:58:58.615946,7620,0,,,https://example.com/media_260.jpg,2653da8cfd53be3745d59cdb427bd6d8fe9ab696ecf42ed32794f396bae4b177,1.96,54.3,VERIFIED
rep_0262,usr_007,0.45,"Surat, Gujarat",west,storm-surge,Severe,આજે દરિયાકિનારે રમવાની મજા આવી.,gu,21.408951,72.936529,82.89,2025-08-15T14:00:00,2025-08-15T14:51:00,3060,1,21.550228,73.04331,https://example.com/media_261.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.62,17.0,REJECTED
rep_0263,usr_030,0.45,"Visakhapatnam, Andhra Pradesh",east,high-waves,High,"समुद्र में भारी उफान, नावों का संचालन पूरी तरह ठप।",hi,17.680324,83.228278,9.67,2025-08-17T11:16:34.942135,2025-08-17T12:32:34.942135,4560,0,,,https://example.com/media_262.jpg,2bbc46182f121cc052fdde42d5e65848bd8a7e0c281600fb4ce6cf39ff4f0d16,3.6,53.2,VERIFIED
rep_0264,usr_011,0.88,"Chennai, Tamil Nadu",east,flood,Severe,கடல் நீர் பெருக்கெடுத்து வீடுகளுக்குள் புகுந்தது.,ta,13.076206,80.297138,24.42,2025-08-15T22:06:45.790775,2025-08-15T23:31:45.790775,5100,0,,,,,2.72,70.2,VERIFIED
rep_0265,usr_031,0.6,"Chennai, Tamil Nadu",east,storm-surge,High,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,13.093805,80.272031,5.29,2025-08-16T02:00:00,2025-08-16T06:53:00,17580,0,,,,,0.45,20.3,REJECTED
rep_0266,usr_005,0.6,"Mumbai, Maharashtra",west,flood,Low,High tide flooding entered coastal market area.,en,18.935074,72.782715,21.01,2025-08-16T20:29:49.107950,2025-08-16T21:15:49.107950,2760,1,18.943151,72.786669,https://example.com/media_265.jpg,1b3807e452449e727b5491d4478e9ea112abacc9fe6f94d90d6939f8e0753c65,2.14,56.5,VERIFIED
rep_0267,usr_034,0.45,"Puri, Odisha",east,flood,Severe,ପୁରୀ ହୋଟେଲ ବୁକିଂ ପାଇଁ ଯୋଗାଯୋଗ କରନ୍ତୁ ।,or,19.811067,85.833191,176.54,2025-08-17T06:00:00,2025-08-17T07:30:00,5400,0,,,,,0.59,16.8,REJECTED
rep_0268,usr_044,0.45,"Nagapattinam, Tamil Nadu",east,high-waves,High,மீன்பிடி தளத்தில் அலைகளின் சீற்றம் அதிகம்.,ta,10.744187,79.851195,17.71,2025-08-18T05:25:57.708809,2025-08-18T10:15:57.708809,17400,1,10.745108,79.849475,https://example.com/media_267.jpg,14798d0e6390173194d449eee31f2bc7e72a5c19104d49495280d7ea38131976,2.07,66.0,VERIFIED
rep_0269,usr_012,0.2,"Nagapattinam, Tamil Nadu",east,high-waves,High,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,10.766042,79.855739,4.49,2025-08-16T06:00:00,2025-08-16T07:54:00,6840,0,,,,,1.17,23.3,REJECTED
rep_0270,usr_037,0.45,"Visakhapatnam, Andhra Pradesh",east,coastal-erosion,Low,బీచ్ రిసార్ట్ ఆఫర్లు మరియు బుకింగ్.,te,17.676406,83.211107,8.33,2025-08-17T17:00:00,2025-08-17T19:46:00,9960,0,,,https://example.com/media_269.jpg,f6d64895c82ed7565d8a940ee3a5e0c084cc8a76ab9b552fbe10da4bdd2e68e3,0.44,12.5,REJECTED
rep_0271,usr_032,0.2,"Visakhapatnam, Andhra Pradesh",east,coastal-erosion,High,Sunny clear weather at beach having fun with friends.,en,17.85388,83.567467,9.54,2025-08-18T19:00:00,2025-08-18T21:45:00,9900,0,,,,,1.22,10.2,REJECTED
rep_0272,usr_037,0.45,"Digha, West Bengal",east,storm-surge,Moderate,चक्रवाती हवाओं के साथ समुद्र में भारी जल स्तर वृद्धि।,hi,21.600108,87.53368,7.53,2025-08-16T05:52:07.125705,2025-08-16T06:05:07.125705,780,1,21.593457,87.535732,,,3.45,52.3,VERIFIED
rep_0273,usr_021,0.6,"Kozhikode, Kerala",west,tsunami,Severe,Sunny clear weather at beach having fun with friends.,en,11.247244,75.774676,50.66,2025-08-15T17:00:00,2025-08-15T18:16:00,4560,0,,,,,1.05,24.9,REJECTED
rep_0274,usr_001,0.45,"Paradip, Odisha",east,storm-surge,High,ଆଜି ପାଗ ଖୁବ୍ ଭଲ ଅଛି ।,or,20.320078,86.614782,3.69,2025-08-17T12:00:00,2025-08-17T13:04:00,3840,0,,,https://example.com/media_273.jpg,46bedf1e4241b797a6013df2b7a257f75a0ec88e48fe3cccb74dc2743e681e61,1.0,23.5,REJECTED
rep_0275,usr_018,0.45,"Surat, Gujarat",west,tsunami,Moderate,Hotel discount booking promotion near seaside.,en,21.116599,72.664544,8.75,2025-08-18T18:00:00,2025-08-18T20:53:00,10380,0,,,https://example.com/media_274.jpg,a1b563c0a475f96c89270579c898d15f11dfa47209072877bcd8e354603182c3,1.02,11.1,REJECTED
rep_0276,usr_021,0.6,"Puri, Odisha",east,coastal-erosion,Low,Sunny clear weather at beach having fun with friends.,en,19.80667,85.837855,158.1,2025-08-18T12:00:00,2025-08-18T12:13:00,780,0,,,https://example.com/media_275.jpg,3e7c133b74b3988ce287b516da076fd0c5fc78a5eae571726948c8bb05ba807b,1.16,14.7,REJECTED
rep_0277,usr_024,0.6,"Panaji, Goa",west,flood,Low,"Observed water activity near coast in Panaji, Goa.",hi,15.463711,73.880141,43.83,2025-08-16T20:00:00,2025-08-16T21:41:00,6060,0,,,https://example.com/media_276.jpg,2282b5654b326134af93c71827f9741d4c5958e794caa29c2a8016dcd548a243,1.69,26.4,REJECTED
rep_0278,usr_012,0.2,"Porbandar, Gujarat",west,tsunami,Low,દરિયાનું પાણી અચાનક પાછળ હટી ગયું છે.,gu,21.660108,69.573543,21.04,2025-08-16T20:24:26.262001,2025-08-16T23:16:26.262001,10320,0,,,https://example.com/media_277.jpg,1b0c9ae9e560919fbdc2297b0939e8b256d0662710bc4854cabcc92e1013d932,3.59,63.4,VERIFIED
rep_0279,usr_043,0.6,"Nagapattinam, Tamil Nadu",east,coastal-erosion,High,Sunny clear weather at beach having fun with friends.,en,10.934256,79.99865,174.17,2025-08-16T23:00:00,2025-08-16T23:50:00,3000,0,,,,,0.43,12.6,REJECTED
rep_0280,usr_033,0.6,"Paradip, Odisha",east,flood,Low,"Observed water activity near coast in Paradip, Odisha.",en,20.322902,86.593901,45.81,2025-08-17T14:00:00,2025-08-17T15:46:00,6360,0,,,,,1.44,31.1,VERIFIED
rep_0281,usr_004,0.6,"Surat, Gujarat",west,flood,High,ભરતીના પાણીથી રસ્તાઓ જળબંબાકાર.,gu,21.126834,72.627077,24.25,2025-08-17T19:36:24.201653,2025-08-17T19:55:24.201653,1140,1,21.125261,72.629645,,,1.96,66.0,VERIFIED
rep_0282,usr_028,0.45,"Digha, West Bengal",east,flood,Severe,"Observed water activity near coast in Digha, West Bengal.",en,21.665316,87.525251,48.65,2025-08-18T04:00:00,2025-08-18T04:16:00,960,0,,,,,1.4,27.2,REJECTED
